Date,Time,Date_Time,Sampling _Site,Sample_Location,Chlorophyll_a_ugl_replicate_1,Chlorophyll_a_ugl_replicate_2,Chlorophyll_a_ugl_replicate_3,Phycocyanin_ugl_replicate_1,Phycocyanin_ugl_replicate_2,Phycocyanin_ugl_replicate_3,Phycocyanin_to_chlorphyll_ratio_1,Phycocyanin_to_chlorphyll_ratio_2,Phycocyanin_to_chlorphyll_ratio_3,Sample_depth_feet,Comments_notes,Was_a_DOH_toxin_sample_collected,Currently_under_advisory,Are_advisory_signs_posted,Weather,Which_sections_of_the_pond_have_a_bloom,Are_people_using_the_lake_recreationally,Evidence_of_dead_fish_animals,Is_the_bloom_near_a_boat_ramp,Extent_of_waterbody_covered_by_bloom,Water_temperature_c,pH,ORP_mv,Specific_conductivity_uS-cm,Dissolved_oxygen_mg-l,Turbidity_NTU,iNaturalist_link,x coordinate,y coordinate
6/14/2024,10:07:00 AM,6/14/24 10:07 AM,Mashapaug_Pond,Shore,0.44,0.47,0.49,3.00,2.25,3.00,6.81,4.78,6.12,0.3,,,Yes,Yes,Sunny,,No,No,Yes,No bloom,,,,,,,,-71.43253,41.79393
6/21/2024,8:50:00 AM,6/21/24 8:50 AM,Roosevelt_Lake,Shore,0.83,0.84,0.82,3.75,3.50,3.25,4.51,4.16,4.06,0.5,,,No,Yes,Sunny,,No,No,No,No bloom,,,,,,,,-71.41569837,41.78441158
6/21/2024,9:15:00 AM,6/21/24 9:15 AM,Polo_Lake,Shore,2.71,2.73,2.81,12.48,15.46,13.97,4.60,5.66,4.97,0.3,,,No,Yes,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.4149251,41.7864851
6/21/2024,10:35:00 AM,6/21/24 10:35 AM,Fenner_Pond,Shore,0.45,0.53,0.47,0.32,0.10,1.25,0.71,0.18,2.65,0.3,,,No,No,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.42044444,41.76983333
6/21/2024,11:09:00 AM,6/21/24 11:09 AM,Mashapaug_Pond,Shore,0.58,0.57,0.57,4.75,4.00,7.50,8.18,7.01,13.15,0.5,,,No,No,"Sunny,Humid",,No,No,Yes,No bloom,,,,,,,,-71.43661701,41.79413212
6/21/2024,11:24:00 AM,6/21/24 11:24 AM,Spectacle_Pond,Shore,0.70,0.49,0.95,1.50,1.25,0.55,2.14,2.55,0.57,0.5,,,No,No,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.44047596,41.78875801
6/21/2024,12:00:00 PM,6/21/24 12:00 PM,Tongue_Pond,Shore,0.96,1.06,1.02,2.50,1.25,1.25,2.60,1.17,1.22,0.3,,,No,No,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.4438519,41.7987619
6/21/2024,9:55:00 AM,6/21/24 9:55 AM,Deep_Spring_Lake,Shore,0.91,0.75,0.78,8.50,5.50,5.00,9.34,7.33,6.41,0.3,,,No,No,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.4149999,41.7775557
6/21/2024,9:36:00 AM,6/21/24 9:36 AM,Cunliff_Lake,Shore,3.15,3.13,3.16,270.19,264.72,256.75,85.77,84.57,81.25,0.3,,,No,Yes,"Sunny,Humid","South,South_East,South_West",No,No,Yes,Isolated to small sections,,,,,,,"http://www.inaturalist.org/observations/224233866
http://www.inaturalist.org/observations/224234503",-71.4142633,41.7772731
6/28/2024,8:40:00 AM,6/28/24 8:40 AM,Roosevelt_Lake,Shore,0.75,0.78,0.80,4.00,5.50,5.75,5.33,7.05,7.18,0.3,,,No,Yes,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.4157864,41.7844531
6/28/2024,9:00:00 AM,6/28/24 9:00 AM,Polo_Lake,Shore,2.51,2.73,2.63,15.22,9.75,9.50,6.06,3.57,3.61,0.5,,,No,Yes,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.4149295,41.786526
6/28/2024,9:32:00 AM,6/28/24 9:32 AM,Cunliff_Lake,Shore,2.32,2.21,2.09,80.60,80.60,78.12,34.74,36.47,37.37,0.5,,,Yes,Yes,"Sunny,Windy",,Yes,No,Yes,Isolated to small sections,,,,,,,,-71.41399813,41.77719645
6/28/2024,9:49:00 AM,6/28/24 9:49 AM,Deep_Spring_Lake,Shore,1.02,1.07,1.17,15.22,15.71,13.23,14.92,14.68,11.30,0.5,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.4147468,41.7778532
6/28/2024,10:10:00 AM,6/28/24 10:10 AM,Fenner_Pond,Shore,0.64,0.65,0.62,1.50,1.25,1.50,2.34,1.92,2.41,0.3,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.42030556,41.76994444
6/28/2024,10:35:00 AM,6/28/24 10:35 AM,Mashapaug_Pond,Shore,0.60,0.60,0.63,3.75,3.75,6.75,6.25,6.25,10.71,0.3,,,No,Yes,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.4353307,41.7935825
6/28/2024,10:48:00 AM,6/28/24 10:48 AM,Spectacle_Pond,Shore,1.26,1.12,1.18,9.75,6.00,12.73,7.73,5.35,10.78,0.3,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.4415336,41.788361
6/28/2024,11:08:00 AM,6/28/24 11:08 AM,Tongue_Pond,Shore,1.90,1.88,1.79,0.32,0.32,0.77,0.16,0.17,0.43,0.3,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.4420583,41.7977807
7/3/2024,8:34:00 AM,7/3/24 8:34 AM,Roosevelt_Lake,Shore,0.98,0.89,0.95,18.70,16.46,23.17,19.08,18.49,24.38,0.3,,,No,Yes,"Sunny,Partly_Cloudy",,No,No,No,No bloom,,,,,,,,-71.415656,41.78446227
7/3/2024,8:52:00 AM,7/3/24 8:52 AM,Polo_Lake,Shore,3.77,3.61,3.68,9.75,12.23,12.48,2.58,3.38,3.39,0.5,,,No,Yes,Sunny,,Yes,No,Yes,No bloom,,,,,,,,-71.41502778,41.78669444
7/3/2024,9:10:00 AM,7/3/24 9:10 AM,Cunliff_Lake,Shore,2.30,2.20,2.40,95.50,91.79,96.27,41.53,41.72,40.11,0.5,,,No,Yes,Sunny,"South,South_West",No,No,Yes,Less than 50%,,,,,,,,-71.41405443,41.77722731
7/3/2024,10:11:00 AM,7/3/24 10:11 AM,Fenner_Pond,Shore,0.58,0.60,0.50,1.00,2.50,0.77,1.72,4.16,1.50,0.3,,,No,No,Sunny,,No,No,No,No bloom,,,,,,,,-71.42044444,41.76983333
7/3/2024,10:58:00 AM,7/3/24 10:58 AM,Spectacle_Pond,Shore,1.81,1.79,1.60,36.85,34.61,36.35,20.35,19.33,22.71,0.2,,,No,No,"Sunny,Partly_Cloudy",,No,No,No,No bloom,,,,,,,,-71.441212,41.789102
7/3/2024,11:01:00 AM,7/3/24 11:01 AM,Mashapaug_Pond,Shore,0.53,0.48,0.53,8.50,5.75,7.50,16.03,11.97,14.15,0.5,,,No,Yes,Sunny,,Yes,No,Yes,No bloom,,,,,,,,-71.4353015,41.7937349
7/3/2024,11:18:00 AM,7/3/24 11:18 AM,Tongue_Pond,Shore,2.34,2.56,2.20,1.25,2.50,1.00,0.53,0.97,0.45,0.5,,,No,No,Sunny,,No,No,No,No bloom,,,,,,,,-71.44205556,41.79777778
7/3/2024,9:30:00 AM,7/3/24 9:30 AM,Deep_Spring_Lake,Shore,7.54,7.42,8.00,744.45,749.43,776.80,98.73,101.00,97.10,0.2,,,No,No,Sunny,North_East,No,No,No,Less than 50%,,,,,,,"https://www.inaturalist.org/observations/226944195
https://www.inaturalist.org/observations/226944760",-71.4147468,41.7778532
7/12/2024,8:44:00 AM,7/12/24 8:44 AM,Mashapaug_Pond,Shore,0.73,0.86,0.89,17.20,18.70,18.95,23.56,21.74,21.29,0.3,Mashapaug Pond Boat Ramp,,No,Yes,Partly_Cloudy,,Yes,No,Yes,No bloom,,,,,,,,-71.43518252,41.79405699
7/12/2024,9:11:00 AM,7/12/24 9:11 AM,Tongue_Pond,Shore,2.73,2.84,3.13,1.50,1.25,1.25,0.54,0.44,0.39,0.3,,,No,No,"Overcast,Humid",,No,No,No,No bloom,,,,,,,,-71.44205556,41.79777778
7/12/2024,10:01:00 AM,7/12/24 10:01 AM,Spectacle_Pond,Shore,0.80,1.06,0.79,6.50,18.45,8.00,8.12,17.40,10.12,0.3,,,No,No,Partly_Cloudy,,No,No,No,No bloom,,,,,,,,-71.44156891,41.78839527
7/12/2024,10:30:00 AM,7/12/24 10:30 AM,Fenner_Pond,Shore,1.01,0.91,0.82,6.00,3.75,2.25,5.94,4.12,2.74,0.3,,,No,No,"Sunny,Partly_Cloudy,Humid",,No,No,No,No bloom,,,,,,,,-71.42044444,41.76983333
7/12/2024,11:04:00 AM,7/12/24 11:04 AM,Roosevelt_Lake,Shore,1.33,1.22,1.08,4.75,0.55,3.75,3.57,0.45,3.47,0.5,,,No,Yes,"Partly_Cloudy,Humid",,No,No,No,No bloom,,,,,,,,-71.41564555,41.78458416
7/12/2024,11:24:00 AM,7/12/24 11:24 AM,Polo_Lake,Shore,2.38,2.25,2.11,0.10,0.10,0.10,0.04,0.04,0.04,0.3,,,Yes,Yes,"Overcast,Humid",,No,No,Yes,No bloom,,,,,,,,-71.41565028,41.78614319
7/12/2024,11:41:00 AM,7/12/24 11:41 AM,Cunliff_Lake,Shore,2.19,2.17,2.25,28.64,34.11,33.12,13.07,15.71,14.72,0.3,,,Yes,Yes,"Overcast,Humid",,No,No,Yes,No bloom,,,,,,,,-71.41571135,41.77821739
7/12/2024,11:53:00 AM,7/12/24 11:53 AM,Deep_Spring_Lake,Shore,1.55,1.51,1.38,24.66,21.43,21.93,15.90,14.11,15.89,0.3,,,Yes,No,"Windy,Overcast,Humid",,No,No,No,No bloom,,,,,,,,-71.41483569,41.77737849
7/18/2024,8:50:00 AM,7/18/24 8:50 AM,Roosevelt_Lake,Shore,0.00,0.94,0.80,4.75,9.00,5.50,,9.57,6.87,0.3,,,No,Yes,"Partly_Cloudy,Overcast",,No,Yes,No,No bloom,,,,,,,,-71.4155,41.78458333
7/18/2024,9:18:00 AM,7/18/24 9:18 AM,Polo_Lake,Shore,3.51,3.37,3.22,5.50,5.00,7.25,1.56,1.48,2.25,0.3,Microcystins 2.5 ppb,,Yes,Yes,"Partly_Cloudy,Humid",,No,No,Yes,No bloom,,,,,,,,-71.41502778,41.78669444
7/18/2024,9:38:00 AM,7/18/24 9:38 AM,Cunliff_Lake,Shore,0.73,0.54,0.68,63.95,33.37,50.52,87.60,61.79,74.29,0.3,Microcystins 2.5 ppb,,Yes,,"Overcast,Humid",South_West,Yes,No,Yes,Isolated to small sections,,,,,,,,-71.41422222,41.77727778
7/18/2024,9:51:00 AM,7/18/24 9:51 AM,Deep_Spring_Lake,Shore,0.56,1.11,0.79,7.00,9.25,9.25,12.50,8.33,11.70,0.3,Microcystins 5 ppb,,Yes,Yes,"Overcast,Humid",,No,No,No,No bloom,,,,,,,,-71.41475,41.77786111
7/18/2024,10:41:00 AM,7/18/24 10:41 AM,Mashapaug_Pond,Shore,0.00,0.00,0.00,25.91,32.87,29.64,,,,0.3,Microcystins 2.5 ppb,,No,Yes,"Overcast,Humid",West,No,No,Yes,,,,,,,,,-71.43536111,41.79405556
7/18/2024,10:16:00 AM,7/18/24 10:16 AM,Fenner_Pond,Shore,0.00,0.00,0.00,1.00,2.75,1.25,,,,0.3,,,No,No,"Overcast,Humid",,No,No,No,No bloom,,,,,,,,-71.4204548,41.7698421
7/18/2024,10:58:00 AM,7/18/24 10:58 AM,Spectacle_Pond,Shore,0.41,0.44,0.47,3.00,5.75,8.25,7.31,13.06,17.55,0.3,,,No,No,"Partly_Cloudy,Humid",,No,No,No,No bloom,,,,,,,,-71.44157135,41.78851394
7/18/2024,11:18:00 AM,7/18/24 11:18 AM,Tongue_Pond,Shore,2.45,1.92,1.73,7.75,7.50,4.50,3.16,3.90,2.60,0.3,,,No,No,"Partly_Cloudy,Humid",,No,No,No,No bloom,,,,,,,,-71.44221963,41.79785912
7/26/2024,8:38:00 AM,7/26/24 8:38 AM,Mashapaug_Pond,Shore,1.49,1.32,1.40,41.07,36.60,45.55,27.56,27.72,32.53,0.3,,,No,Yes,"Sunny,Windy",,No,No,Yes,No bloom,,,,,,,,-71.43537445,41.79331423
7/26/2024,9:07:00 AM,7/26/24 9:07 AM,Tongue_Pond,Shore,1.51,1.47,1.53,4.50,2.25,3.00,2.98,1.53,1.96,0.5,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.44205556,41.79777778
7/26/2024,9:23:00 AM,7/26/24 9:23 AM,Spectacle_Pond,Shore,0.87,0.97,0.87,39.08,33.61,40.32,44.91,34.61,46.91,0.3,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.44158587,41.78858386
7/26/2024,9:52:00 AM,7/26/24 9:52 AM,Fenner_Pond,Shore,0.78,1.09,0.73,1.25,1.75,2.00,1.60,1.60,2.73,0.3,,,No,No,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.42044444,41.76983333
7/26/2024,11:05:00 AM,7/26/24 11:05 AM,Roosevelt_Lake,Shore,1.21,1.51,1.30,9.50,8.75,12.48,7.85,5.79,9.60,0.3,,,No,Yes,"Sunny,Windy",,Yes,No,Yes,No bloom,,,,,,,,-71.4155,41.78458333
7/26/2024,11:25:00 AM,7/26/24 11:25 AM,Polo_Lake,Shore,3.12,2.01,2.82,16.16,18.95,18.20,5.43,6.74,6.45,0.3,,,Yes,Yes,"Sunny,Windy",,No,No,Yes,No bloom,,,,,,,,-71.41482492,41.786835
7/26/2024,11:44:00 AM,7/26/24 11:44 AM,Cunliff_Lake,Shore,1.81,1.74,1.87,53.25,48.28,62.70,29.41,27.74,33.52,0.3,,,Yes,Yes,"Sunny,Windy",South_West,No,No,Yes,Less than 50%,,,,,,,,-71.413969,41.777216
7/26/2024,11:52:00 AM,7/26/24 11:52 AM,Deep_Spring_Lake,Shore,2.62,3.13,2.47,18.70,14.79,17.45,7.13,4.78,7.06,0.3,,,Yes,Yes,"Sunny,Windy",,No,No,No,No bloom,,,,,,,,-71.41475,41.77786111
8/1/2024,8:36:00 AM,8/1/24 8:36 AM,Roosevelt_Lake,Shore,2.97,4.06,3.58,25.91,17.70,23.17,8.72,4.35,6.47,0.3,,,Yes,Yes,"Sunny,Humid","North,North_East",No,No,No,Less than 50%,,,,,,,https://www.inaturalist.org/observations/233128594 https://www.inaturalist.org/observations/233128593,-71.41572211,41.7845236
8/1/2024,9:01:00 AM,8/1/24 9:01 AM,Polo_Lake,Shore,3.25,3.28,2.99,27.90,32.37,33.86,8.58,9.86,11.32,0.3,,,Yes,Yes,"Sunny,Humid","South,South_West",No,No,No,Less than 50%,,,,,,,,-71.4155484,41.78615309
8/1/2024,9:16:00 AM,8/1/24 9:16 AM,Cunliff_Lake,Shore,2.25,2.67,2.41,23.42,24.66,23.17,10.40,9.23,9.61,0.3,,,Yes,Yes,"Sunny,Partly_Cloudy,Humid",,Yes,No,Yes,No bloom,,,,,,,,-71.41571135,41.77821739
8/1/2024,9:29:00 AM,8/1/24 9:29 AM,Deep_Spring_Lake,Shore,1.86,1.88,1.96,36.10,34.36,37.59,19.40,18.27,19.17,0.3,,,Yes,Yes,,,No,No,No,No bloom,,,,,,,,-71.41571135,41.77821739
8/1/2024,9:58:00 AM,8/1/24 9:58 AM,Fenner_Pond,Shore,0.95,0.94,0.89,2.50,2.25,2.50,2.63,2.39,2.80,0.3,,,No,No,"Sunny,Windy,Humid",,No,No,No,No bloom,,,,,,,,-71.42032708,41.7699636
8/1/2024,10:16:00 AM,8/1/24 10:16 AM,Spectacle_Pond,Shore,1.08,1.27,1.21,52.51,61.96,55.00,48.62,48.78,45.45,0.3,,,No,No,"Sunny,Partly_Cloudy,Humid","South,South_East",No,No,No,Less than 50%,,,,,,,https://www.inaturalist.org/observations/233128000 https://www.inaturalist.org/observations/233127999 https://www.inaturalist.org/observations/233127998,-71.44157572,41.78826964
8/1/2024,10:41:00 AM,8/1/24 10:41 AM,Tongue_Pond,Shore,1.09,1.42,1.08,6.50,14.72,4.75,5.96,10.36,4.39,0.3,,,No,No,"Sunny,Partly_Cloudy",,No,No,No,No bloom,,,,,,,,-71.41571135,41.77821739
8/1/2024,11:00:00 AM,8/1/24 11:00 AM,Mashapaug_Pond,Shore,0.70,0.79,0.54,11.74,17.70,8.75,16.77,22.40,16.20,0.3,,,Yes,Yes,"Sunny,Partly_Cloudy",,No,No,Yes,,,,,,,,,-71.41571135,41.77821739
8/15/2024,9:40:00 AM,8/15/24 9:40 AM,Roosevelt_Lake,Shore,2.31,2.31,2.28,168.42,161.21,156.73,72.90,69.78,68.74,0.2,,,Yes,Yes,Partly_Cloudy,"North,South,East,West",No,No,No,Greater than 75%,,,,,,,,-71.41577964,41.78440933
8/15/2024,9:58:00 AM,8/15/24 9:58 AM,Polo_Lake,Shore,3.91,4.08,4.23,16.21,10.74,12.98,4.14,2.63,3.06,0.2,,,Yes,Yes,Partly_Cloudy,,No,No,No,No bloom,,,,,,,,-71.41543604,41.78614465
8/15/2024,10:26:00 AM,8/15/24 10:26 AM,Cunliff_Lake,Shore,2.09,1.95,2.09,59.22,43.81,50.02,28.33,22.46,23.93,0.2,Faint bloom present near boat ramp. Looks like there might be more further in the lake but can’t tell from the access point.,,Yes,Yes,Partly_Cloudy,South_West,Yes,No,Yes,Isolated to small sections,,,,,,,,-71.41426802,41.77704727
8/15/2024,10:39:00 AM,8/15/24 10:39 AM,Deep_Spring_Lake,Shore,6.13,5.90,6.21,584.71,565.30,563.06,95.38,95.81,90.66,0.2,,,Yes,Yes,"Sunny,Humid","North,South,East,West",No,No,No,Greater than 75%,,,,,,,,-71.41472703,41.77752607
8/15/2024,10:58:00 AM,8/15/24 10:58 AM,Fenner_Pond,Shore,1.19,1.25,1.16,2.25,6.00,3.25,1.89,4.80,2.80,0.2,,,No,No,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.42034866,41.76987628
8/15/2024,11:32:00 AM,8/15/24 11:32 AM,Spectacle_Pond,Shore,1.63,1.42,1.37,71.90,75.13,69.91,44.11,52.90,51.02,0.2,Swirls on surface near shore. Rest looks pea soup like but hard to tell if it’s also bloom from where we were standing.,,No,No,"Sunny,Humid",South_East,No,No,No,Less than 50%,,,,,,,,-71.44152927,41.78839327
8/15/2024,11:58:00 AM,8/15/24 11:58 AM,Mashapaug_Pond,Shore,0.44,0.53,0.54,17.45,20.69,16.21,39.65,39.03,30.01,0.2,Some small cloudy pea soup like areas and paint swirls further south along shore from access point.,,Yes,Yes,"Sunny,Humid",South,No,No,Yes,Isolated to small sections,,,,,,,,-71.43526658,41.79369154
8/15/2024,12:17:00 PM,8/15/24 12:17 PM,Tongue_Pond,Shore,1.06,0.92,1.14,17.95,18.45,13.97,16.93,20.05,12.25,0.2,Potential swirls in the distance but couldn’t tell if it was cyanobacteria or not.,,No,No,"Sunny,Humid",,No,No,No,No bloom,,,,,,,,-71.44221089,41.79817545
8/30/2024,9:37:00 AM,8/30/24 9:37 AM,Roosevelt_Lake,Shore,7.50,8.06,6.04,262.48,271.19,242.82,34.99,33.64,40.20,0.1,No cyanoscope sample taken or toxin test since advisory already in place. ,,Yes,Yes,Sunny,North_East,No,No,No,Isolated to small sections,,,,,,,,-71.41576771,41.78447852
8/30/2024,10:21:00 AM,8/30/24 10:21 AM,Polo_Lake,Shore,5.50,5.64,5.46,96.27,84.33,95.77,17.50,14.95,17.54,0.1,No cyanoscope or toxin test since advisory already in place. Bloom looked pretty brown and grass had recently been mowed.,,Yes,Yes,Sunny,South,No,No,No,Less than 50%,,,,,,,,-71.41586279,41.78629266
8/30/2024,10:59:00 AM,8/30/24 10:59 AM,Deep_Spring_Lake,Shore,2.15,2.08,2.42,98.25,89.06,87.32,45.69,42.81,36.08,0.1,Overall water quality looked poor and water had green tint/pea soup color. No cyanoscope or toxin test taken since already under advisory,,Yes,Yes,Sunny,,No,No,No,No bloom,,,,,,,,-71.41476198,41.77756369
8/30/2024,11:15:00 AM,8/30/24 11:15 AM,Fenner_Pond,Shore,1.71,1.40,1.34,2.50,3.50,4.00,1.46,2.50,2.98,0.1,Water very brown and scummy.  No cyanoscope sample because no bloom present.,,No,No,Sunny,,No,No,No,No bloom,,,,,,,,-71.42029483,41.76993131
8/30/2024,11:46:00 AM,8/30/24 11:46 AM,Mashapaug_Pond,Shore,0.79,0.77,0.94,23.92,23.92,24.41,30.27,31.06,25.96,0.1,One person kayaking and one fishing at boat ramp. No cyanoscope or toxin test since under advisory. No clean bloom but water was pretty murky,,Yes,Yes,Sunny,,Yes,No,Yes,No bloom,,,,,,,,-71.43560419,41.79310265
8/30/2024,12:00:00 PM,8/30/24 12:00 PM,Spectacle_Pond,Shore,1.05,0.99,0.88,56.49,46.29,42.32,53.80,46.75,48.09,0.1,,,No,No,Sunny,,No,No,No,No bloom,,,,,,,,-71.44156178,41.78845952
8/30/2024,12:35:00 PM,8/30/24 12:35 PM,Tongue_Pond,Shore,1.34,1.34,1.35,65.69,63.45,66.43,49.02,47.35,49.20,0.1,,,No,No,Sunny,South,No,No,No,Less than 50%,,,,,,,,-71.44228462,41.79866513
9/6/2024,9:05:00 AM,9/6/24 9:05 AM,Roosevelt_Lake,Shore,2.45,2.67,2.48,2.50,2.00,2.75,1.02,0.74,1.10,0.1,,,Yes,Yes,Overcast,,No,No,No,No bloom,,,,,,,,-71.41574511,41.78448475
9/6/2024,9:40:00 AM,9/6/24 9:40 AM,Polo_Lake,Shore,4.64,4.68,4.60,21.68,22.18,20.44,4.67,4.73,4.44,0.1,,,Yes,Yes,Overcast,South,No,No,No,Isolated to small sections,,,,,,,,-71.41500802,41.78663485
9/6/2024,10:02:00 AM,9/6/24 10:02 AM,Cunliff_Lake,Shore,2.72,2.44,2.40,53.25,55.74,58.48,19.57,22.84,24.36,0.1,,,Yes,Yes,Overcast,"North,South,East,West,North_East,North_West,South_East,South_West",No,No,Yes,Greater than 75%,,,,,,,,-71.4141383,41.77739155
9/6/2024,10:13:00 AM,9/6/24 10:13 AM,Deep_Spring_Lake,Shore,1.98,1.84,1.94,17.70,16.96,19.96,8.93,9.21,10.24,0.1,"Pond and lake connection was treating waterbodies 
",,Yes,Yes,Overcast,,No,No,No,No bloom,,,,,,,,-71.41490603,41.77745782
9/6/2024,10:33:00 AM,9/6/24 10:33 AM,Fenner_Pond,Shore,1.23,1.20,1.15,5.50,7.25,8.00,4.47,6.04,6.95,0.1,"Murky green brown across pond 
",,No,No,Overcast,,No,No,No,No bloom,,,,,,,,-71.42023684,41.76995417
9/6/2024,10:57:00 AM,9/6/24 10:57 AM,Mashapaug_Pond,Shore,1.05,1.10,1.00,27.40,27.15,21.43,26.09,24.68,21.43,0.1,"EPA water quality buoy has been installed. Water was green and murky 
",,Yes,Yes,Partly_Cloudy,,No,No,Yes,No bloom,,,,,,,,-71.43526292,41.79339055
9/6/2024,11:03:00 AM,9/6/24 11:03 AM,Spectacle_Pond,Shore,2.12,2.40,2.04,10.99,11.49,8.50,5.18,4.78,4.16,0.1,"
",,No,No,Partly_Cloudy,,No,No,No,No bloom,,,,,,,,-71.44161853,41.78840011
9/6/2024,11:24:00 AM,9/6/24 11:24 AM,Tongue_Pond,Shore,1.49,1.22,1.34,22.43,17.70,14.97,15.05,14.50,11.17,0.1,,,No,No,Partly_Cloudy,,No,No,No,No bloom,,,,,,,,-71.44245587,41.7983315
9/13/2024,9:45:00 AM,9/13/24 9:45 AM,Roosevelt_Lake,Shore,1.00,1.00,1.24,4.75,5.00,4.25,4.75,5.00,3.42,0.1,,,Yes,Yes,Sunny,,No,No,No,No bloom,,,,,,,,-71.41568144,41.78460348
9/13/2024,10:00:00 AM,9/13/24 10:00 AM,Polo_Lake,Shore,2.07,1.44,1.44,5.00,3.25,5.75,2.41,2.25,3.99,0.1,,,Yes,Yes,Sunny,,No,No,No,No bloom,,,,,,,,-71.41485661,41.78683772
9/13/2024,10:10:00 AM,9/13/24 10:10 AM,Cunliff_Lake,Shore,1.65,1.70,1.56,46.04,41.32,47.79,27.90,24.30,30.63,0.1,,,Yes,Yes,Sunny,"North,South,East,West,North_East,North_West,South_East,South_West",Yes,No,Yes,Greater than 75%,,,,,,,,-71.41406149,41.77727713
9/13/2024,10:20:00 AM,9/13/24 10:20 AM,Deep_Spring_Lake,Shore,1.89,1.76,1.80,92.79,64.19,67.18,49.04,36.47,37.32,0.1,,,Yes,Yes,Sunny,"North,South,East,West,North_East,North_West,South_East,South_West",No,No,No,Greater than 75%,,,,,,,,-71.41502156,41.77812588
9/13/2024,10:45:00 AM,9/13/24 10:45 AM,Fenner_Pond,Shore,0.89,0.84,0.82,5.50,4.25,2.50,6.17,5.05,3.04,0.1,,,No,No,Sunny,,No,No,No,No bloom,,,,,,,,-71.42000461,41.77382818
9/13/2024,11:10:00 AM,9/13/24 11:10 AM,Mashapaug_Pond,Shore,1.08,1.97,0.99,25.16,20.44,20.69,23.29,21.07,20.89,0.1,,,Yes,Yes,Sunny,,No,No,Yes,No bloom,,,,,,,,-71.43506052,41.79396144
9/13/2024,11:30:00 AM,9/13/24 11:30 AM,Spectacle_Pond,Shore,1.00,1.08,1.08,22.92,12.73,15.71,22.92,11.78,14.54,0.1,,,No,No,Partly_Cloudy,,No,No,No,No bloom,,,,,,,,-71.44159211,41.7881176
9/13/2024,12:00:00 PM,9/13/24 12:00 PM,Tongue_Pond,Shore,1.61,1.69,1.66,6.75,6.50,6.25,4.19,3.84,3.76,0.1,,,No,No,Sunny,,No,No,No,No bloom,,,,,,,,-71.4422651,41.79849934
9/19/2024,10:15:00 AM,9/19/24 10:15 AM,Roosevelt_Lake,Shore,0.94,0.70,0.70,3.50,0.77,0.55,3.72,1.10,0.78,0.1,,,Yes,Yes,"Windy,Overcast",,No,No,No,No bloom,,,,,,,,-71.41569473,41.78463657
9/19/2024,10:35:00 AM,9/19/24 10:35 AM,Polo_Lake,Shore,3.60,3.99,3.83,9.75,17.95,12.98,2.70,4.49,3.38,0.1,,,Yes,Yes,"Windy,Overcast",,No,No,No,No bloom,,,,,,,,-71.41543038,41.78619291
9/19/2024,10:50:00 AM,9/19/24 10:50 AM,Deep_Spring_Lake,Shore,1.48,1.52,1.59,27.40,27.65,27.15,18.51,18.19,17.07,0.1,,,Yes,Yes,"Windy,Overcast",,No,No,No,No bloom,,,,,,,,-71.41477388,41.77791365
9/19/2024,11:24:00 AM,9/19/24 11:24 AM,Fenner_Pond,Shore,1.23,1.10,1.32,5.75,2.50,4.25,4.67,2.27,3.21,0.1,,,No,No,"Windy,Overcast",,No,No,No,No bloom,,,,,,,,-71.4194122,41.77012858
9/19/2024,11:50:00 AM,9/19/24 11:50 AM,Mashapaug_Pond,Shore,0.79,0.86,0.83,11.98,11.98,14.97,15.16,13.93,18.03,0.1,,,Yes,Yes,"Windy,Overcast",,No,No,Yes,No bloom,,,,,,,,-71.43513867,41.79381122
9/19/2024,12:10:00 PM,9/19/24 12:10 PM,Spectacle_Pond,Shore,1.16,1.21,1.00,7.25,6.25,9.00,6.25,5.16,9.00,0.1,,,No,No,Overcast,,No,No,No,No bloom,,,,,,,,-71.4415696,41.78801853
9/19/2024,12:30:00 PM,9/19/24 12:30 PM,Tongue_Pond,Shore,2.82,2.91,2.55,5.50,6.00,6.00,1.95,2.06,6.35,0.1,,,No,No,"Windy,Overcast",,No,No,No,No bloom,,,,,,,,-71.44235428,41.79867278
