site_name,major_category,date,sample_location,sample_count,earliest_sample_time,latest_sample_time,chlorophyll_ugl_mean,chlorophyll_ugl_std,chlorophyll_ugl_min,chlorophyll_ugl_max,chlorophyll_ugl_replicate_count,phycocyanin_ugl_mean,phycocyanin_ugl_std,phycocyanin_ugl_min,phycocyanin_ugl_max,phycocyanin_ugl_replicate_count,phycocyanin_to_chlorophyll_ratio_mean,phycocyanin_to_chlorophyll_ratio_std,phycocyanin_to_chlorophyll_ratio_min,phycocyanin_to_chlorophyll_ratio_max,phycocyanin_to_chlorophyll_ratio_replicate_count,sample_depth_feet,water_temperature_c,ph,orp_mv,specific_conductivity_us_cm,dissolved_oxygen_mg_l,turbidity_ntu,x_coordinate,y_coordinate
Cunliff Lake,Category_1,2021-05-18,shore,1,16:15,16:15,2.916667,0.293655,2.58,3.12,3,12.256667,1.144086,11.23,13.49,3,4.206667,0.222785,3.95,4.35,3,0.5,,,,,,,-71.414163,41.777333
Cunliff Lake,Category_1,2021-06-01,shore,1,16:05,16:05,1.61,0,1.61,1.61,1,26.02,0,26.02,26.02,1,16.16,0,16.16,16.16,1,0.5,,,,,,,-71.414141,41.777319
Cunliff Lake,Category_1,2021-06-15,shore,1,16:00,16:00,1.87,0.042426,1.84,1.9,2,22.735,0.869741,22.12,23.35,2,11.905,1.110158,11.12,12.69,2,1,,,,,,,-71.414064,41.777289
Cunliff Lake,Category_1,2021-07-13,shore,1,17:14,17:14,3.166667,0.120554,3.04,3.28,3,30.886667,1.706966,29.52,32.8,3,9.753333,0.410041,9.28,10,3,0.5,,,,,,,-71.414181,41.777159
Cunliff Lake,Category_1,2021-07-27,shore,1,17:07,17:07,1.3,0,1.3,1.3,1,18.01,0,18.01,18.01,1,13.85,0,13.85,13.85,1,0.5,,,,,,,-71.41421,41.777252
Cunliff Lake,Category_1,2021-08-10,shore,1,17:23,17:23,2.17,0,2.17,2.17,1,29.1,0,29.1,29.1,1,13.41,0,13.41,13.41,1,0.5,,,,,,,-71.41422,41.777109
Cunliff Lake,Category_1,2021-08-24,shore,1,16:50,16:50,1.67,0,1.67,1.67,1,42.05,0,42.05,42.05,1,22.48,0,22.48,22.48,1,0.5,,,,,,,-71.414277,41.777217
Cunliff Lake,Category_1,2021-09-07,shore,1,17:15,17:15,1.656667,0.125831,1.54,1.79,3,36.983333,3.497003,33.42,40.41,3,22.3,0.520481,21.7,22.63,3,0.5,,,,,,,-71.413886,41.777128
Cunliff Lake,Category_1,2021-09-21,shore,1,17:20,17:20,1.98,0.339559,1.59,2.21,3,72.05,11.852557,58.9,81.91,3,36.433333,1.068145,35.2,37.06,3,0.5,,,,,,,-71.414024,41.777083
Cunliff Lake,Category_1,2021-10-05,shore,1,16:35,16:35,3.663333,0.441059,3.29,4.15,3,194.4,44.161377,161.04,244.48,3,52.633333,5.464013,48.94,58.91,3,0.5,,,,,,,-71.414275,41.777304
Cunliff Lake,Category_1,2021-10-19,shore,1,17:15,17:15,3.676667,0.395137,3.25,4.03,3,4.066667,2.554845,2.02,6.93,3,1.163333,0.85629,0.5,2.13,3,0.5,,,,,,,-71.413666,41.777267
Cunliff Lake,Category_1,2021-11-02,shore,1,17:45,17:45,4.066667,0.150111,3.92,4.22,3,3.583333,0.92181,2.63,4.47,3,0.87,0.190788,0.67,1.05,3,0.5,,,,,,,-71.413985,41.777231
Cunliff Lake,Category_1,2022-05-03,shore,1,17:30,17:30,1.243333,0.040415,1.22,1.29,3,2.496667,0.594671,1.81,2.84,3,2,0.454313,1.48,2.32,3,0.5,,,,,,,-71.413625,41.777144
Cunliff Lake,Category_1,2022-05-17,shore,1,17:19,17:19,0.623333,0.060277,0.56,0.68,3,0.1,0,0.1,0.1,3,0.156667,0.011547,0.15,0.17,3,0.5,,,,,,,-71.41556,41.786317
Cunliff Lake,Category_1,2022-05-31,shore,1,16:40,16:40,0.556667,0.028868,0.54,0.59,3,0.1,0,0.1,0.1,3,0.173333,0.011547,0.16,0.18,3,0.5,,,,,,,-71.414084,41.777337
Cunliff Lake,Category_1,2022-06-14,shore,1,17:10,17:10,1.39,0.045826,1.34,1.43,3,12.256667,0.894725,11.23,12.87,3,8.833333,0.894893,7.85,9.6,3,0.5,,,,,,,-71.414192,41.777128
Cunliff Lake,Category_1,2022-06-28,shore,1,18:28,18:28,1.336667,0.087369,1.24,1.41,3,14.653333,2.922915,12.67,18.01,3,10.926667,1.741101,9.31,12.77,3,0.5,,,,,,,-71.414138,41.777121
Cunliff Lake,Category_1,2022-07-26,shore,1,18:04,18:04,8.136667,9.615926,2.53,19.24,3,13.513333,9.217859,2.88,19.24,3,5.226667,1.046438,4.03,5.97,3,0.5,,,,,,,-71.414189,41.777137
Cunliff Lake,Category_1,2022-08-23,shore,1,17:15,17:15,3.74,0.137477,3.59,3.86,3,58.35,8.395826,50.68,67.32,3,15.666667,2.853109,13.12,18.75,3,0.5,,,,,,,-71.413638,41.777285
Cunliff Lake,Category_1,2022-09-20,shore,1,17:19,17:19,2.256667,0.166233,2.08,2.41,3,17.66,2.072462,16.36,20.05,3,7.893333,1.520077,6.87,9.64,3,0.5,,,,,,,-71.414205,41.777563
Cunliff Lake,Category_1,2022-10-04,shore,1,16:30,16:30,2.19,0.222711,1.95,2.39,3,29.713333,2.704336,27.67,32.78,3,17.973333,8.472581,12,27.67,3,0.5,,,,,,,-71.414175,41.777236
Cunliff Lake,Category_1,2022-10-18,shore,1,16:30,16:30,2.143333,0.177858,1.94,2.27,3,5.903333,0.736365,5.29,6.72,3,2.396667,0.558957,1.94,3.02,3,0.5,,,,,,,-71.414068,41.777268
Cunliff Lake,Category_1,2024-06-14,shore,1,09:29,09:29,2.266667,0.177858,2.11,2.46,3,25.576667,3.311893,23.42,29.39,3,11.256667,0.722795,10.5,11.94,3,0.3,,,,,,,-71.414186,41.777048
Cunliff Lake,Category_1,2024-06-21,shore,1,09:36,09:36,3.146667,0.015275,3.13,3.16,3,263.886667,6.758641,256.75,270.19,3,83.863333,2.341396,81.25,85.77,3,0.3,,,,,,,-71.414263,41.777273
Cunliff Lake,Category_1,2024-06-28,shore,1,09:32,09:32,2.206667,0.115036,2.09,2.32,3,79.773333,1.431829,78.12,80.6,3,36.193333,1.33665,34.74,37.37,3,0.5,,,,,,,-71.413998,41.777196
Cunliff Lake,Category_1,2024-07-03,shore,1,09:10,09:10,2.3,0.1,2.2,2.4,3,94.52,2.395391,91.79,96.27,3,41.12,0.87983,40.11,41.72,3,0.5,,,,,,,-71.414054,41.777227
Cunliff Lake,Category_1,2024-07-12,shore,1,11:41,11:41,2.203333,0.041633,2.17,2.25,3,31.956667,2.914658,28.64,34.11,3,14.5,1.333679,13.07,15.71,3,0.3,,,,,,,-71.415711,41.778217
Cunliff Lake,Category_1,2024-07-18,shore,1,09:38,09:38,0.65,0.098489,0.54,0.73,3,49.28,15.327665,33.37,63.95,3,74.56,12.907118,61.79,87.6,3,0.3,,,,,,,-71.414222,41.777278
Cunliff Lake,Category_1,2024-07-26,shore,1,11:44,11:44,1.806667,0.065064,1.74,1.87,3,54.743333,7.325069,48.28,62.7,3,30.223333,2.974598,27.74,33.52,3,0.3,,,,,,,-71.413969,41.777216
Cunliff Lake,Category_1,2024-08-01,shore,1,09:16,09:16,2.443333,0.211975,2.25,2.67,3,23.75,0.797935,23.17,24.66,3,9.746667,0.596853,9.23,10.4,3,0.3,,,,,,,-71.415711,41.778217
Cunliff Lake,Category_1,2024-08-15,shore,1,10:26,10:26,2.043333,0.080829,1.95,2.09,3,51.016667,7.753195,43.81,59.22,3,24.906667,3.054445,22.46,28.33,3,0.2,,,,,,,-71.414268,41.777047
Cunliff Lake,Category_1,2024-09-06,shore,1,10:02,10:02,2.52,0.174356,2.4,2.72,3,55.823333,2.615996,53.25,58.48,3,22.256667,2.4477,19.57,24.36,3,0.1,,,,,,,-71.414138,41.777392
Cunliff Lake,Category_1,2024-09-13,shore,1,10:10,10:10,1.636667,0.070946,1.56,1.7,3,45.05,3.346685,41.32,47.79,3,27.61,3.174949,24.3,30.63,3,0.1,,,,,,,-71.414061,41.777277
Cunliff Lake,Category_1,2024-09-19,shore,1,10:40,10:40,2.26,0.149332,2.09,2.37,3,78.533333,6.96108,74.39,86.57,3,34.786667,3.006598,31.46,37.31,3,0.1,,,,,,,-71.414188,41.777344
Cunliff Lake,Category_1,2024-09-26,shore,1,10:00,10:00,15.51,0.196723,15.3,15.69,3,1979.26,21.194959,1966.65,2003.73,3,127.62,1.942087,125.39,128.94,3,0.1,,,,,,,-71.414069,41.777308
Cunliff Lake,Category_1,2024-10-04,shore,1,09:25,09:25,2.463333,0.180093,2.28,2.64,3,86.566667,6.730634,78.86,91.29,3,35.15,1.593393,33.92,36.95,3,0.2,,,,,,,-71.414096,41.777208
Cunliff Lake,Category_1,2024-10-11,shore,1,10:04,10:04,4.066667,0.467582,3.63,4.56,3,2.583333,0.144338,2.5,2.75,3,0.636667,0.105987,0.54,0.75,3,0.1,,,,,,,-71.413729,41.777358
Cunliff Lake,Category_1,2024-10-18,shore,1,09:45,09:45,2.83,0.095394,2.73,2.92,3,4.25,0,4.25,4.25,3,1.496667,0.050332,1.45,1.55,3,0.1,,,,,,,-71.413861,41.777293
Cunliff Lake,Category_1,2024-10-24,shore,1,10:00,10:00,1.67,0.121244,1.6,1.81,3,3.583333,0.381881,3.25,4,3,2.136667,0.092916,2.03,2.2,3,0.1,,,,,,,-71.414088,41.77731
Cunliff Lake,Category_1,2024-10-31,shore,1,09:50,09:50,1.9,0.02,1.88,1.92,3,3.583333,0.381881,3.25,4,3,1.88,0.196977,1.72,2.1,3,0.1,,,,,,,-71.414044,41.777406
Cunliff Lake,Category_1,2025-06-11,shore,1,13:45,13:45,2.686667,0.176163,2.5,2.85,3,6.25,3.122499,3.75,9.75,3,2.283333,1.007588,1.5,3.42,3,0.1,,,,,,,-71.41579,41.77633
Cunliff Lake,Category_1,2025-06-18,shore,1,15:24,15:24,2.166667,0.176163,1.97,2.31,3,4.583333,0.520416,4,5,3,2.13,0.4,1.73,2.53,3,0.1,,,,,,,-71.414019,41.777231
Cunliff Lake,Category_1,2025-06-20,center,1,12:00,12:00,1.426667,0.072342,1.38,1.51,3,6.75,3.269174,3,9,3,4.71,2.279496,2.15,6.52,3,1,24.8,,,473.1,7.75,,-71.411537,41.780676
Cunliff Lake,Category_1,2025-06-26,shore,1,11:18,11:18,2.666667,0.3646,2.34,3.06,3,4.25,0.866025,3.75,5.25,3,1.583333,0.135769,1.44,1.71,3,0.5,,,,,,,-71.414024,41.777237
Cunliff Lake,Category_1,2025-06-27,center,1,12:13,12:13,0.673333,0.083267,0.58,0.74,3,0.89,1.18292,0.1,2.25,3,1.296667,1.670249,0.13,3.21,3,1,26.5,,,487.1,5.2,6.97,-71.411869,41.780591
Cunliff Lake,Category_1,2025-07-01,shore,1,10:38,10:38,1.13,0.121244,0.99,1.2,3,1.666667,0.381881,1.25,2,3,1.503333,0.492172,1.04,2.02,3,0.1,,,,,,,-71.413946,41.777299
Cunliff Lake,Category_1,2025-07-02,center,1,11:53,11:53,1.036667,0.055076,1,1.1,3,7.583333,1.010363,6.5,8.5,3,7.296667,0.690386,6.5,7.72,3,0.1,27.6,,,493.9,5.83,6.15,-71.411984,41.780101
Cunliff Lake,Category_1,2025-07-08,center,1,11:05,11:05,1.303333,0.090738,1.22,1.4,3,10.986667,2.867967,8.25,13.97,3,8.503333,2.478353,5.89,10.82,3,0.1,28.8,,,496.7,7.94,7.5,-71.41256,41.77954
Cunliff Lake,Category_1,2025-07-09,shore,1,11:18,11:18,3.466667,0.251661,3.2,3.7,3,192.39,18.633167,175.64,212.46,3,55.56,4.83599,51.1,60.7,3,0.1,,,,,,,-71.414062,41.777402
Cunliff Lake,Category_1,2025-07-15,shore,1,10:34,10:34,2.44,0.195192,2.24,2.63,3,46.293333,10.569571,34.11,53.01,3,18.83,3.163748,15.22,21.12,3,0.1,,,,,,,-71.414244,41.77733
Cunliff Lake,Category_1,2025-07-16,shore,1,12:12,12:12,3.043333,0.198578,2.82,3.2,3,229.883333,16.733781,216.2,248.54,3,75.543333,2.844439,72.31,77.66,3,0.1,32.1,,,488,13.15,43,-71.414014,41.777432
Cunliff Lake,Category_1,2025-07-24,shore,1,10:08,10:08,2.753333,0.092916,2.65,2.83,3,76.046667,3.242874,72.65,79.11,3,27.633333,1.372674,26.13,28.82,3,0.1,,,,,,,-71.414022,41.777274
Cunliff Lake,Category_1,2025-07-25,shore,1,10:32,10:32,2.706667,0.340196,2.32,2.96,3,65.186667,4.314282,62.45,70.16,3,24.256667,2.423434,22.16,26.91,3,0.1,27.8,8.66,106.9,492,9.28,19.45,-71.413076,41.780414
Cunliff Lake,Category_1,2025-07-29,shore,1,10:17,10:17,3.213333,0.270062,2.94,3.48,3,60.033333,5.04937,55.44,65.44,3,18.85,2.400396,16.08,20.32,3,0.1,,,,,,,-71.413967,41.777207
Cunliff Lake,Category_1,2025-07-30,center,1,11:40,11:40,1.503333,0.124231,1.36,1.58,3,54.83,3.360714,51.51,58.23,3,36.533333,1.678164,34.65,37.87,3,0.1,31,9.14,75.3,490.8,11.58,16.71,-71.413757,41.777338
Cunliff Lake,Category_1,2025-08-04,center,1,11:02,11:02,1.34,0.065574,1.27,1.4,3,51.346667,4.142515,48.03,55.99,3,38.283333,1.526084,37.05,39.99,3,0.1,25.9,8.41,98.4,488.6,9.29,14.22,-71.411984,41.780368
Cunliff Lake,Category_1,2025-08-08,shore,1,11:47,11:47,3.33,0.141067,3.2,3.48,3,266.623333,15.262206,250.53,280.89,3,80.033333,1.522312,78.29,81.1,3,0.1,,,,,,,-71.41416,41.777507
Cunliff Lake,Category_1,2025-08-13,shore,1,13:03,13:03,3.643333,3.400725,1.65,7.57,3,61.036667,9.655011,50,67.92,3,37.683333,3.714301,33.77,41.16,3,0.1,,,,,,,-71.414036,41.777246
Cunliff Lake,Category_1,2025-08-14,center,1,11:38,11:38,1.756667,0.188768,1.55,1.92,3,41.653333,6.551499,34.36,47.04,3,23.62,1.273264,22.16,24.5,3,0.1,28,8.35,172.1,507,8.4,10.03,-71.411559,41.780669
Cunliff Lake,Category_1,2025-08-19,shore,1,11:08,11:08,2.316667,0.086217,2.24,2.41,3,76.296667,4.227178,72.15,80.6,3,32.94,1.844885,31.58,35.04,3,0.1,,,,,,,-71.414157,41.777309
Cunliff Lake,Category_1,2025-08-20,center,1,11:02,11:02,2.463333,0.168622,2.27,2.58,3,49.1,3.75867,44.8,51.76,3,20.806667,2.780725,17.63,22.8,3,0.1,24.4,7.68,153.9,502,7.26,13.26,-71.412069,41.780133
Cunliff Lake,Category_1,2025-08-25,shore,1,10:03,10:03,12.323333,0.826579,11.37,12.84,3,1147.366667,16.480814,1130.13,1162.97,3,93.403333,6.723722,88.56,101.08,3,0.1,,,,,,,-71.41403,41.777315
Cunliff Lake,Category_1,2025-08-27,center,1,12:44,12:44,1.546667,0.037859,1.52,1.59,3,39.986667,7.114748,33.86,47.79,3,29.29,6.278949,22.27,34.37,3,0.1,25,8.63,114.8,496.3,10.04,12.98,-71.41193,41.780117
Cunliff Lake,Category_1,2025-09-02,shore,1,14:34,14:34,1.263333,0.011547,1.25,1.27,3,49.026667,4.335958,46.04,54,3,38.79,3.223166,36.83,42.51,3,0.1,,,,,,,-71.41408,41.777222
Cunliff Lake,Category_1,2025-09-05,center,1,12:49,12:49,1.863333,0.215019,1.68,2.1,3,39.826667,8.962568,32.37,49.77,3,21.266667,3.024853,17.88,23.7,3,0.1,23.9,8.11,124.6,483.6,8.25,10.46,-71.411844,41.780245
Cunliff Lake,Category_1,2025-09-09,shore,1,10:01,10:01,1.953333,0.09609,1.85,2.04,3,66.676667,18.487169,53.5,87.81,3,33.916667,7.91356,28.91,43.04,3,0.1,,,,,,,-71.41402,41.77731
Cunliff Lake,Category_1,2025-09-10,center,1,11:14,11:14,1.713333,0.083865,1.66,1.81,3,18.696667,3.258133,15.22,21.68,3,10.983333,2.370956,8.4,13.06,3,0.1,21.1,7.38,142.8,478.9,8.83,6.65,-71.41178,41.780101
Cunliff Lake,Category_1,2025-09-16,shore,1,10:42,10:42,5.4,0.156205,5.22,5.5,3,567.536667,24.02475,546.39,593.66,3,105.093333,3.047135,102.28,108.33,3,0.1,,,,,,,-71.414086,41.777362
Cunliff Lake,Category_1,2025-09-19,center,1,12:37,12:37,0.653333,0.066583,0.58,0.71,3,1.583333,0.803638,1,2.5,3,2.366667,1.001266,1.72,3.52,3,0.1,22.8,7.26,155.3,474.1,5.3,4.07,-71.411914,41.780412
Cunliff Lake,Category_1,2025-09-22,shore,1,11:05,11:05,9.28,0.81074,8.67,10.2,3,1154.426667,96.689563,1072.9,1261.25,3,124.42,1.256543,123.65,125.87,3,0.1,,,,,,,-71.413993,41.777272
Cunliff Lake,Category_1,2025-09-26,center,1,14:40,14:40,1.74,0.45299,1.26,2.16,3,10.983333,7.092308,4.75,18.7,3,5.893333,2.503884,3.76,8.65,3,0.1,23.1,7.91,124.6,424.8,9.3,5.15,-71.412041,41.780346
Cunliff Lake,Category_1,2025-10-02,center,1,12:20,12:20,1.156667,0.075056,1.08,1.23,3,1.416667,0.288675,1.25,1.75,3,1.22,0.252389,1.01,1.5,3,0.1,19.7,7.36,154.1,409,6.84,4.7,-71.411636,41.780779
Cunliff Lake,Category_1,2025-10-02,shore,1,09:17,09:17,2.54,0.281603,2.33,2.86,3,1.856667,1.592681,0.32,3.5,3,0.726667,0.662747,0.13,1.44,3,0.1,,,,,,,-71.41406,41.777347
Cunliff Lake,Category_1,2025-10-09,shore,1,10:56,10:56,7.62,0.283549,7.4,7.94,3,4,0.433013,3.75,4.5,3,0.52,0.07,0.47,0.6,3,0.1,,,,,,,-71.414143,41.777383
Cunliff Lake,Category_1,2025-10-10,center,1,14:23,14:23,1.926667,0.138684,1.81,2.08,3,7.333333,1.127312,6.25,8.5,3,3.84,0.845044,3,4.69,3,0.1,18.6,8.29,129,400.4,9.98,5.75,-71.411829,41.780363
Cunliff Lake,Category_1,2025-10-15,center,1,11:10,11:10,2.143333,0.275741,1.88,2.43,3,11.483333,3.176513,8,14.22,3,5.373333,1.426055,3.77,6.5,3,0.1,15.2,7.48,144.3,382.1,8.16,6.32,-71.412027,41.780197
Cunliff Lake,Category_1,2025-10-16,shore,1,12:58,12:58,2.61,0.435775,2.16,3.03,3,5.5,1,4.5,6.5,3,2.116667,0.326548,1.81,2.46,3,0.1,,,,,,,-71.413986,41.777263
Cunliff Lake,Category_1,2025-10-23,center,1,10:40,10:40,1.343333,0.167432,1.15,1.44,3,4.25,2.410913,2.5,7,3,3.136667,1.588847,1.73,4.86,3,0.1,14.8,7.37,133.8,378.9,8.04,5.9,-71.411812,41.780346
Cunliff Lake,Category_1,2025-10-23,shore,1,12:47,12:47,1.056667,0.145029,0.91,1.2,3,4.083333,1.607275,2.25,5.25,3,3.9,1.597717,2.12,5.21,3,0.1,,,,,,,-71.413882,41.777212
Cunliff Lake,Category_1,2025-10-29,center,1,14:59,14:59,0.95,0.06245,0.9,1.02,3,2.666667,0.57735,2,3,3,2.836667,0.761205,1.96,3.33,3,0.1,11.6,7.23,146.2,381.1,7.59,4.58,-71.411941,41.780261
Cunliff Lake,Category_1,2025-10-30,shore,1,11:00,11:00,1.063333,0.142244,0.9,1.16,3,10.243333,3.90838,6.76,14.47,3,9.72,3.568151,5.81,12.8,3,0.1,,,,,,,-71.414198,41.777335
Deep Spring Lake,Category_1,2024-06-14,shore,1,09:41,09:41,1.496667,0.081445,1.44,1.59,3,5.106667,1.382618,3.57,6.25,3,3.483333,1.023442,2.35,4.34,3,0.3,,,,,,,-71.414754,41.777775
Deep Spring Lake,Category_1,2024-06-21,shore,1,09:55,09:55,0.813333,0.085049,0.75,0.91,3,6.333333,1.892969,5,8.5,3,7.693333,1.49841,6.41,9.34,3,0.3,,,,,,,-71.415,41.777556
Deep Spring Lake,Category_1,2024-06-28,shore,1,09:49,09:49,1.086667,0.076376,1.02,1.17,3,14.72,1.313431,13.23,15.71,3,13.633333,2.024286,11.3,14.92,3,0.5,,,,,,,-71.414747,41.777853
Deep Spring Lake,Category_1,2024-07-03,shore,1,09:30,09:30,7.653333,0.306159,7.42,8,3,756.893333,17.418572,744.45,776.8,3,98.943333,1.958733,97.1,101,3,0.2,,,,,,,-71.414747,41.777853
Deep Spring Lake,Category_1,2024-07-12,shore,1,11:53,11:53,1.48,0.088882,1.38,1.55,3,22.673333,1.738572,21.43,24.66,3,15.3,1.030582,14.11,15.9,3,0.3,,,,,,,-71.414836,41.777378
Deep Spring Lake,Category_1,2024-07-18,shore,1,09:51,09:51,0.82,0.276225,0.56,1.11,3,8.5,1.299038,7,9.25,3,10.843333,2.21306,8.33,12.5,3,0.3,,,,,,,-71.41475,41.777861
Deep Spring Lake,Category_1,2024-07-26,shore,1,11:52,11:52,2.74,0.345977,2.47,3.13,3,16.98,1.996923,14.79,18.7,3,6.323333,1.337024,4.78,7.13,3,0.3,,,,,,,-71.41475,41.777861
Deep Spring Lake,Category_1,2024-08-01,shore,1,09:29,09:29,1.9,0.052915,1.86,1.96,3,36.016667,1.616612,34.36,37.59,3,18.946667,0.597188,18.27,19.4,3,0.3,,,,,,,-71.415711,41.778217
Deep Spring Lake,Category_1,2024-08-15,shore,1,10:39,10:39,6.08,0.160935,5.9,6.21,3,571.023333,11.905798,563.06,584.71,3,93.95,2.857324,90.66,95.81,3,0.2,,,,,,,-71.414727,41.777526
Deep Spring Lake,Category_1,2024-08-30,shore,1,10:59,10:59,2.216667,0.179536,2.08,2.42,3,91.543333,5.872941,87.32,98.25,3,41.526667,4.931859,36.08,45.69,3,0.1,,,,,,,-71.414762,41.777564
Deep Spring Lake,Category_1,2024-09-06,shore,1,10:13,10:13,1.92,0.072111,1.84,1.98,3,18.206667,1.562861,16.96,19.96,3,9.46,0.689855,8.93,10.24,3,0.1,,,,,,,-71.414906,41.777458
Deep Spring Lake,Category_1,2024-09-13,shore,1,10:20,10:20,1.816667,0.066583,1.76,1.89,3,74.72,15.720328,64.19,92.79,3,40.943333,7.024787,36.47,49.04,3,0.1,,,,,,,-71.415022,41.778126
Deep Spring Lake,Category_1,2024-09-19,shore,1,10:50,10:50,1.53,0.055678,1.48,1.59,3,27.4,0.25,27.15,27.65,3,17.923333,0.756131,17.07,18.51,3,0.1,,,,,,,-71.414774,41.777914
Deep Spring Lake,Category_1,2024-09-26,shore,1,10:20,10:20,1.476667,0.208167,1.31,1.71,3,38.503333,5.317503,32.37,41.82,3,26.17,3.025839,24.16,29.65,3,0.1,,,,,,,-71.414831,41.777775
Deep Spring Lake,Category_1,2024-10-04,shore,1,09:38,09:38,12.646667,0.072342,12.6,12.73,3,1365.343333,23.72049,1342.87,1390.14,3,107.963333,2.422485,105.48,110.32,3,0.2,,,,,,,-71.41468,41.777851
Deep Spring Lake,Category_1,2024-10-11,shore,1,10:20,10:20,0.95,0.026458,0.92,0.97,3,20.85,2.347744,18.2,22.67,3,21.993333,2.983577,18.76,24.64,3,0.1,,,,,,,-71.414874,41.777417
Deep Spring Lake,Category_1,2024-10-18,shore,1,09:55,09:55,0.743333,0.015275,0.73,0.76,3,4,0.25,3.75,4.25,3,5.383333,0.445234,4.93,5.82,3,0.1,,,,,,,-71.414834,41.777978
Deep Spring Lake,Category_1,2024-10-24,shore,1,10:07,10:07,0.543333,0.015275,0.53,0.56,3,1.666667,0.381881,1.25,2,3,3.083333,0.715705,2.35,3.78,3,0.1,,,,,,,-71.414762,41.777871
Deep Spring Lake,Category_1,2024-10-31,shore,1,09:55,09:55,0.59,0.065574,0.52,0.65,3,0.713333,0.681273,0.32,1.5,3,1.146667,0.999617,0.53,2.3,3,0.1,,,,,,,-71.414881,41.77737
Deep Spring Lake,Category_1,2025-06-11,shore,1,14:00,14:00,1.4,0.476235,1.04,1.94,3,3.333333,0.629153,2.75,4,3,2.586667,1.123492,1.67,3.84,3,0.1,,,,,,,-71.414781,41.778075
Deep Spring Lake,Category_1,2025-06-18,shore,1,15:34,15:34,0.933333,0.090738,0.85,1.03,3,3.583333,0.288675,3.25,3.75,3,3.876667,0.651869,3.15,4.41,3,0.1,,,,,,,-71.414744,41.777863
Deep Spring Lake,Category_1,2025-06-26,shore,1,11:35,11:35,1.696667,0.520513,1.19,2.23,3,1.273333,0.965212,0.32,2.25,3,0.666667,0.375411,0.26,1,3,0.5,,,,,,,-71.414955,41.776704
Deep Spring Lake,Category_1,2025-07-01,shore,1,10:47,10:47,0.676667,0.110151,0.57,0.79,3,0.1,0,0.1,0.1,3,0.14,0.026458,0.12,0.17,3,0.1,,,,,,,-71.415318,41.777521
Deep Spring Lake,Category_1,2025-07-09,shore,1,11:38,11:38,2.376667,0.775199,1.77,3.25,3,3.583333,0.57735,3.25,4.25,3,1.613333,0.538733,1,2.01,3,0.1,,,,,,,-71.415211,41.777151
Deep Spring Lake,Category_1,2025-07-15,shore,1,10:41,10:41,1.026667,0.862342,0.47,2.02,3,1.033333,0.950438,0.1,2,3,1.36,1.754964,0.21,3.38,3,0.1,,,,,,,-71.414724,41.777768
Deep Spring Lake,Category_1,2025-07-24,shore,1,10:17,10:17,0.72,0.08544,0.63,0.8,3,6.743333,4.35546,3.75,11.74,3,9.04,4.883472,5.95,14.67,3,0.1,,,,,,,-71.414959,41.778017
Deep Spring Lake,Category_1,2025-07-29,shore,1,10:22,10:22,0.846667,0.083865,0.75,0.9,3,8.41,3.742566,4.75,12.23,3,9.723333,3.64714,6.33,13.58,3,0.1,,,,,,,-71.414698,41.777796
Deep Spring Lake,Category_1,2025-08-08,shore,1,11:54,11:54,2.246667,0.075719,2.16,2.3,3,195.96,5.67757,189.82,201.02,3,87.23,1.36737,85.66,88.16,3,0.1,,,,,,,-71.414816,41.777701
Deep Spring Lake,Category_1,2025-08-13,shore,1,13:06,13:06,1.223333,0.10504,1.12,1.33,3,26.733333,5.976975,20.93,32.87,3,21.81,4.075733,17.15,24.71,3,0.1,,,,,,,-71.414953,41.777219
Deep Spring Lake,Category_1,2025-08-19,shore,1,11:13,11:13,1.776667,0.035119,1.74,1.81,3,26.476667,2.713546,24.91,29.61,3,14.89,1.291666,13.99,16.37,3,0.1,,,,,,,-71.414833,41.777654
Deep Spring Lake,Category_1,2025-08-25,shore,1,10:17,10:17,1.61,0.043589,1.56,1.64,3,19.693333,2.446985,16.96,21.68,3,12.21,1.234139,10.87,13.3,3,0.1,,,,,,,-71.41477,41.777874
Deep Spring Lake,Category_1,2025-09-02,shore,1,14:41,14:41,0.92,0.052915,0.86,0.96,3,10.82,2.685014,7.75,12.73,3,11.846667,3.276497,8.07,13.93,3,0.1,,,,,,,-71.41472,41.777743
Deep Spring Lake,Category_1,2025-09-09,shore,1,10:08,10:08,1.806667,0.075056,1.73,1.88,3,14.553333,3.741154,10.99,18.45,3,8.003333,1.735089,6.35,9.81,3,0.1,,,,,,,-71.414809,41.777745
Deep Spring Lake,Category_1,2025-09-16,shore,1,10:50,10:50,1.783333,0.17673,1.58,1.9,3,17.446667,3.461594,13.46,19.69,3,9.936667,2.699562,7.09,12.46,3,0.1,,,,,,,-71.414799,41.777613
Deep Spring Lake,Category_1,2025-09-22,shore,1,11:15,11:15,1.18,0.108167,1.06,1.27,3,11.153333,3.248112,7.75,14.22,3,9.473333,2.667664,6.4,11.19,3,0.1,,,,,,,-71.414873,41.777485
Deep Spring Lake,Category_1,2025-10-02,shore,1,09:26,09:26,1.37,0.07,1.32,1.45,3,29.716667,5.108897,26.4,35.6,3,21.603333,2.555197,20,24.55,3,0.1,,,,,,,-71.414797,41.777641
